2025-11-18 09:46:37.605 | [추적 시작] 차량 선택 - 카메라: [세종포천선] [포천]고삼터널(포천)-3/11, ID: 205, 세그먼트: L
2025-11-18 09:46:44.774 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:205) → [세종포천선] [포천]고삼터널(포천)-5/11(ID:209) | 유사도: 0.766 | 신뢰도: LOW
2025-11-18 09:46:55.825 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:209) → [세종포천선] [포천]고삼터널(포천)-5/11(ID:217) | 유사도: 0.685 | 신뢰도: MEDIUM
2025-11-18 09:47:04.978 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:217) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:224) | 유사도: 0.704 | 신뢰도: LOW
2025-11-18 09:47:05.060 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:224) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:224) | 유사도: 0.714 | 신뢰도: LOW
2025-11-18 09:47:05.136 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:224) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:224) | 유사도: 0.711 | 신뢰도: LOW
2025-11-18 09:47:05.215 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:224) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:224) | 유사도: 0.712 | 신뢰도: LOW
2025-11-18 09:47:05.295 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:224) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:224) | 유사도: 0.713 | 신뢰도: LOW
2025-11-18 09:47:47.402 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:224) → [세종포천선] [포천]고삼터널(포천)-5/11(ID:270) | 유사도: 0.682 | 신뢰도: MEDIUM
2025-11-18 09:47:47.480 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:270) → [세종포천선] [포천]고삼터널(포천)-5/11(ID:270) | 유사도: 0.663 | 신뢰도: MEDIUM
2025-11-18 09:47:47.558 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:270) → [세종포천선] [포천]고삼터널(포천)-5/11(ID:270) | 유사도: 0.671 | 신뢰도: MEDIUM
2025-11-18 09:48:27.234 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:270) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:294) | 유사도: 0.665 | 신뢰도: MEDIUM
2025-11-18 09:48:27.314 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:294) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:294) | 유사도: 0.657 | 신뢰도: MEDIUM
2025-11-18 09:48:27.399 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:294) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:294) | 유사도: 0.665 | 신뢰도: MEDIUM
2025-11-18 09:48:27.475 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:294) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:294) | 유사도: 0.675 | 신뢰도: MEDIUM
2025-11-18 09:48:27.552 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:294) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:294) | 유사도: 0.691 | 신뢰도: MEDIUM
2025-11-18 09:49:19.243 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:294) → [세종포천선] [포천]고삼터널(포천)-5/11(ID:325) | 유사도: 0.726 | 신뢰도: LOW
2025-11-18 09:49:23.372 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:325) → [세종포천선] [포천]고삼터널(포천)-5/11(ID:328) | 유사도: 0.734 | 신뢰도: LOW
2025-11-18 09:49:43.751 | [동일 차량 발견] [세종포천선] [포천]고삼터널(포천)-3/11(ID:328) → [세종포천선] [포천]고삼터널(포천)-7/11(ID:345) | 유사도: 0.605 | 신뢰도: MEDIUM
